Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",,,,
SOCI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=365&p_subj=ANTH,365,,Politics Of Representation,3,Y - included,UG,Global violence and conflict but through a somewhat secondhand focus - primary purpose of the class is media/representation,"Does media show how things really are? This class explores the politics of representation, particularly in times of social mayhem, revolution, and war. Although we will focus primarily on cultural and political representations of the Israeli-Palestinian conflict, this class will also put this dispute in comparison with other global events. ",Sociology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=366&p_subj=ANTH,366/566,Fall 2020,"Science, Local And Global",3,Y - included,Both,"Through a social sciences perspective on science and technology, allows a closer look at gender, climate change, globalization, and futures. Has a significant amount of time devoted to climate change related readings and readings on tehcnology and futurity. - at least included, if not focused tbh","This course explores science as a transnational phenomenon, focusing on the pathways along which it flows around the world. Topics include differences in local styles of reasoning, dynamics of international scientific collaborations, transnational migration of knowledge workers, the role of science in nationalist projects, and the commodification of science. ",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=371&p_subj=ANTH,371/571,,Money And Everyday Life,3,N,Both,"Economic exchanges, developments, and inequalities  - but more cultural than theoretical it seems.","Money is such a part of everyday modern life that it is hard for us to imagine living without it. Yet in many pre-modern societies, gift-exchange was as important as money is in our own. This course will look at the cultural dimensions of systems of exchange, ranging from gift giving among Northwest Coast Indians to foreign currency exchanges between financial institutions. Along with the classic work of Marx and Simmel on money and capital, we will also cover some of the anthropological work on gifts and exchange, such as that of Mauss, Levi-Strauss, and Bourdieu, as well as some of the contemporary debates initiated by Bataille and Derrida. ",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=372&p_subj=ANTH,372/572,,Cultures Of Capitalism,3,Y - included,Both,"Economic development and theory, economic inequality - the theories it discusses help to frame the sustainability challenges we face","Most of us think of capitalism as primarily an economic phenomenon. Yet, it also has a profoundly cultural dimension. This class will examine how capitalism and related phenomena, such as commodification, markets and marketing, corporate finance and the calculation of risk, both affect and are affected by culture. We will consider the impact of capitalist markets on social relations and gender identities; on ideals of patriotism, responsibility and success; and on popular culture and leisure practices. We will also ask how people resist, appropriate and modify in culturally specific ways the logic and institutions of a global capitalist order.",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=376&p_subj=ANTH,376,Spring 2017,Art And Activism,3,Y - included,UG,"Potentially included (or even focused?): mass displacement, racism, war and conflict, political change. ","This course explores art and social change in times of mass displacement, racial oppression, and war. It surveys the efforts involved in achieving justice and the possible implications of remaining historically mute and hopeless. The class will host contemporary activists and artists concerned with radical visions of hope in Houston. ",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=578&p_subj=ANTH,378/578,,Memory And Place In Cinema,4,Y - included,Both,"Globalization, trauma, exile?","Focuses on cinematic explorations of and preoccupations with the notion of place. Screenings include iconic and lesser - known films from Europe and the Middle East that offer diverse lenses and contexts (love, family, landscapes, borders, trauma, exile) through which we will examine questions of real and imagined place and the politics of memory. ",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=380&p_subj=ANTH,380/580,Spring 2022,Global Health Justice,3,Y - focus,Both,"Health inequality and global health justice -  which has ""roots in tropical medicine and colonialism"" as well. Thinking about these topics in conjunction with pulbic policy solutions. Some readings focus specificaly on environment and ecology and its relationship with health. I don't know if this is enough for focused? but Maybe. ","This course will explore in-depth case studies of transnational health justice movement in order to address critical themes of health inequalities in the context of conflict. We will attend to topical themes including gender inequality, class struggle, healthcare systems and their variations, childhood and chronic illness, the intersection between environment and health, and the role of scientific knowledge in claims for health justice.",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=381&p_subj=ANTH,381/581,Spring 2022,Medical Anthropology,3,Y - included,Both,"Social determinants of health, healthcare and culture, health and gender, and globalization. ","Cultural, ecological, and biological perspectives on human health and disease throughout the world",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=382&p_subj=ANTH,382/582,Taught in spring 2020 but syllabus unavailable,"Body, Technology, Enhancement",3,N,Both,"Although the description of the course is related to body and technology, the examples it provides make me less convinced of its relevance.","Seminar on the body and the various technologies that are used to optimize it. Includes topics such as cosmetic surgery, diet supplementation, pharmaceutical enhancement and body art. ",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=385&p_subj=ANTH,385,Summer 2020,"Media, Culture, And Society",3,Y - focus,Both,"Syllabus is fundamentally concerned with technological developments and how the rise of mass media have impacted society. Course discusses ""activist media and media from the margins"" - dealing with intersections between tech developments, social inequalities, and how we respond to marginality. ","This course offers a theoretical and ethnographic overview of past, current, and future anthropological research on media. Topics rotate but can include: cultural conservation among indigenous peoples, spectacle and sexuality, nationalism, advertising, journalism, and news-making, political communication and activism, technology and social change. ",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=386&p_subj=ANTH,386,,"Medicine, Food, And Health",3,Y - focus,Both,"Food, agriculture, and medicine - particularly, looking at the cutting edge of these intersections and how food might change in the future.","Food is increasingly understood and manipulated at the molecular level and used in therapy or disease prevention. This course focuses on the fluid intersection of biomedicine and nutrition as changes in agriculture, food safety, and research into the physiological and genetic effects of food alter how Western cultures eat.",Anthropology,2020-21,,,,,,
ANTH,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=387&p_subj=ANTH,387,,Asian American Communities,3,Y - included,Both,Immigration,"This interdisciplinary course will investigate the diverse cultural traditions and shared experiences of Asian Americans in the United States. By analyzing historical works, literary texts, and films, we will explore a range of topics including Asian immigration, gender roles, identity formation, and ethnic media.",Anthropology,2020-21,,,,,,
